number,value,state,params_add_group_dummies,params_family,params_feature_subset,params_isotonic,params_lgbm_alpha,params_lgbm_colsample,params_lgbm_lambda,params_lgbm_lr,params_lgbm_max_depth,params_lgbm_min_child,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_subsample,params_lr_C,params_lr_class_weight_balanced,params_lr_penalty,params_scaler,params_xgb_alpha,params_xgb_colsample,params_xgb_gamma,params_xgb_lambda,params_xgb_lr,params_xgb_max_depth,params_xgb_min_child,params_xgb_n_estimators,params_xgb_subsample,user_attrs_elapsed_sec,user_attrs_n_features,user_attrs_pooled_auroc,user_attrs_pruned_reason,user_attrs_weighted_auroc
464,0.7757886837784912,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.08537217222742777,0.595983874991068,0.9029565471295837,0.002242653516188985,0.01706139430517779,3.0,2.0,133.0,0.6548129678644291,0.34848666191101074,52,0.8043550271804956,,0.7757886837784912
465,0.7762176314300299,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0029957375894948523,0.5426059231720973,0.6564958313139291,0.0017100140954346373,0.015863722440217547,3.0,1.0,172.0,0.9739070280736174,0.40029215812683105,52,0.8049522130452297,,0.7762176314300299
466,0.774315039956645,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.24254024957219597,0.5712470177158407,0.31987999029015585,0.0014913566455535014,0.01795776836094951,3.0,1.0,150.0,0.5837195386276075,0.3532557487487793,52,0.8020832512301294,,0.774315039956645
467,0.7748967699370053,COMPLETE,True,xgb,all_minus_ng,False,,,,,,,,,,,,,none,0.44957204709670573,0.5831026618888547,0.44421933778119993,0.0019941199471069223,0.00402168360799008,3.0,1.0,187.0,0.9579220054648492,0.8228306770324707,131,0.8027466976646327,,0.7748967699370053
468,0.7764408008870316,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.003628810098865614,0.5594274862985066,0.8160082092676656,0.0023014466350894484,0.02218573428205572,3.0,1.0,113.0,0.9231847808890381,0.3254086971282959,52,0.8051064357036543,,0.7764408008870316
469,0.7759615556915599,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.00548054542570261,0.5344560452486685,0.8084043805837925,0.0024747549213251056,0.026642263519143523,3.0,1.0,109.0,0.9276293060103312,0.30222153663635254,52,0.8052383788366366,,0.7759615556915599
470,0.7747541200033771,COMPLETE,True,xgb,oof+hand+graph,False,,,,,,,,,,,,,robust,0.003836629191280378,0.5528063784856373,0.8289564679358024,0.001333729503937726,0.024393981234480357,3.0,2.0,102.0,0.9447370279565319,0.2866196632385254,49,0.8037548987369295,,0.7747541200033771
471,0.7707714898163999,COMPLETE,True,xgb,oof+timing,True,,,,,,,,,,,,,robust,0.004987695315419658,0.5650495260100739,0.9803789569846615,0.0017316126165043703,0.030000317659347853,3.0,1.0,327.0,0.8902489417189211,2.4362449645996094,52,0.8018821049485454,,0.7707714898163999
472,0.774222449463986,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,4.164195448639222,0.5524313653047838,0.7376800755292052,0.001547820068969291,0.021272442694054847,3.0,1.0,117.0,0.6270499611372706,0.30939292907714844,52,0.8016368199844821,,0.774222449463986
473,0.7753433404529527,COMPLETE,True,xgb,oof_only,False,,,,,,,,,,,,,robust,0.00128038886335812,0.5363084457709021,0.6726967023853881,0.01566121127742002,0.02188391984558234,3.0,1.0,126.0,0.9197782418639758,0.16806793212890625,6,0.8045513392254271,,0.7753433404529527
474,0.7753113274847068,COMPLETE,True,xgb,oof+ng,False,,,,,,,,,,,,,robust,0.0034526400167530975,0.5638536094258657,0.9161236451533755,0.003473405542353344,0.019804097353388617,3.0,2.0,129.0,0.8021893533051879,0.7644479274749756,237,0.8042175141661525,,0.7753113274847068
475,0.7709837565326749,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.0074795036354366636,0.5783793337803396,1.1562958278172002,1.5960684362733322,0.024339715047961345,5.0,1.0,140.0,0.9933219698510396,0.6545138359069824,52,0.8003156020889368,,0.7709837565326749
476,0.7717607414404354,COMPLETE,True,lgbm,oof+timing,False,0.008249901420395972,0.7437203906769472,0.0035363739673343734,0.013086670146204793,6.0,47.0,171.0,114.0,0.7786103987824265,,,,robust,,,,,,,,,,1.1063380241394043,52,0.8013587462848628,,0.7717607414404354
477,0.7754190317102879,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.362457889837074,0.5167637686300138,0.20895194250614155,0.002763790821128153,0.01501020401859426,3.0,1.0,118.0,0.8625996133515776,0.6792962551116943,52,0.8040630287774753,,0.7754190317102879
478,0.7759320762844237,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.0032333890564518637,0.6290755665337452,0.8200555158624822,0.001912887000605288,0.01356359029256984,3.0,1.0,159.0,0.9325197551670003,0.417081356048584,52,0.8047355656787273,,0.7759320762844237
479,0.7759837358872071,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.023736132478686993,0.5972575186096233,0.585072933935829,0.002285040720415697,0.018380061427563193,3.0,2.0,144.0,0.9658230256660798,0.363781213760376,52,0.8048600472725289,,0.7759837358872071
480,0.7718970466028982,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004541887526916878,0.551884169685526,2.253469453081456,0.03023820850959686,0.016301880543889848,6.0,1.0,162.0,0.744376726716125,0.8939225673675537,52,0.8022693693412501,,0.7718970466028982
481,0.7682528665996102,COMPLETE,False,xgb,oof+hand,False,,,,,,,,,,,,,standard,0.0010214894252409067,0.6094424041990457,0.27823681206720513,0.0013471798269101534,0.01209918721342017,9.0,1.0,171.0,0.94819401414411,1.8779497146606445,34,0.7973526353893656,,0.7682528665996102
482,0.7719296033169574,COMPLETE,True,lr,oof+timing,False,,,,,,,,,,72.13076962725277,True,l1,standard,,,,,,,,,,2.1369051933288574,52,0.8009374845974389,,0.7719296033169574
483,0.7759736631138593,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0018311338538689807,0.5765383136014527,0.7063664990703619,0.0015407822392010614,0.015256809430689083,3.0,1.0,110.0,0.9051806229278864,0.2992715835571289,52,0.8042659616247786,,0.7759736631138593
484,0.774965354778296,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.21860338593654888,0.8616077191639593,1.0392678124516959,0.0018767453099181029,0.034755366057526695,3.0,2.0,101.0,0.9392103334788604,0.2729053497314453,52,0.8029984457929162,,0.774965354778296
485,0.7739649936892737,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002656756716378583,0.6420884804724136,0.5090857188877848,0.002321673566519864,0.04153970935834713,3.0,1.0,150.0,0.9789617779347028,0.3570241928100586,52,0.8030352280283155,,0.7739649936892737
486,0.7759582485336185,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.30497947043422985,0.5627606605900599,3.4490056014131367,0.001307241148418936,0.011025602498885997,3.0,1.0,177.0,0.8516999562414967,0.41838979721069336,52,0.8047179102057357,,0.7759582485336185
487,0.7747526083274691,COMPLETE,False,xgb,all,False,,,,,,,,,,,,,robust,0.0022436092063191355,0.5873288845222485,0.13199746389567693,0.003012112344038381,0.019522094262728808,3.0,1.0,131.0,0.7107141980530709,1.310716152191162,362,0.8021506678130114,,0.7747526083274691
488,0.7752029908672669,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004025974066268549,0.6162292687779078,0.31946984798177086,0.2171426413858782,0.022353207415555423,3.0,1.0,159.0,0.9237670020042521,0.3522908687591553,52,0.8030001272665345,,0.7752029908672669
489,0.7759887374871556,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.2574812157746193,0.5407820999495117,0.4049613826235584,0.0017296608992970201,0.01363280391062479,3.0,2.0,182.0,0.9597107928208283,0.3950974941253662,52,0.803058295744516,,0.7759887374871556
490,0.7740427759732805,COMPLETE,False,xgb,oof+timing,True,,,,,,,,,,,,,standard,1.3741273476585243,0.5999262669123274,0.6160958209322639,0.002024071809106114,0.017334023062202893,3.0,2.0,143.0,0.9113013854834571,1.128786563873291,52,0.8017535773088498,,0.7740427759732805
491,0.7758778009422534,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,none,0.003030865303568085,0.45085186099805424,0.21919674937270528,0.001269507352398377,0.015142501232591735,3.0,1.0,168.0,0.9309084519295113,0.34928107261657715,52,0.8026084490055818,,0.7758778009422534
492,0.749243038165373,COMPLETE,False,xgb,oof_minus_roberta,False,,,,,,,,,,,,,standard,0.0021726336470474943,0.5671892554822663,0.9150145227780315,0.33166416886964606,0.013054788866059507,3.0,1.0,155.0,0.611154631478219,0.18908143043518066,5,0.7754378846305219,,0.749243038165373
493,0.7739829568087971,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.003608001030062932,0.5797165268582124,0.49959466064892194,0.0016325992644307345,0.017475899746642414,4.0,1.0,193.0,0.9501822915293736,0.5639634132385254,52,0.8022339533031657,,0.7739829568087971
494,0.774535705958971,COMPLETE,False,xgb,oof+ph,False,,,,,,,,,,,,,standard,0.0025743725823035492,0.6229078622928277,0.7774895165583935,0.0024506041825958645,0.01971499496913259,3.0,1.0,175.0,0.9995775801598801,0.35764002799987793,42,0.8021982745348283,,0.774535705958971
495,0.7752955659378676,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0017702213038136216,0.5248330818025455,1.6303320806639214,0.001000954219322372,0.01575236263840313,3.0,1.0,124.0,0.7199071101188961,0.3053154945373535,52,0.8020021201280485,,0.7752955659378676
496,0.7753437143742307,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.00152360055140654,0.591682106723556,0.370670018555546,0.004124472687105735,0.028469775626739885,3.0,2.0,140.0,0.9183875593207995,0.34804868698120117,52,0.8052783138350703,,0.7753437143742307
497,0.7754796020791324,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.186348211290044,0.5554428913787213,0.2786921452992527,0.0014950546230073905,0.010069857012649914,3.0,1.0,164.0,0.939991580461902,0.37557387351989746,52,0.8022381569872112,,0.7754796020791324
498,0.7763937689369727,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.07240735479432422,0.5992484205284898,0.16155623826165177,0.0114850347487033,0.014258737914996593,3.0,1.0,183.0,0.927242550396262,0.4537179470062256,52,0.8031895032327907,,0.7763937689369727
499,0.7706028451225608,COMPLETE,False,lgbm,all_minus_ng,False,9.130419356508593,0.6307307747646795,7.706658141992051,0.008413524138914923,8.0,6.0,316.0,226.0,0.7263454600547283,,,,robust,,,,,,,,,,3.287044048309326,131,0.7989110987032371,,0.7706028451225608
500,0.7751757657039594,COMPLETE,False,xgb,oof+hand+graph,False,,,,,,,,,,,,,robust,0.08414507375408027,0.6486455315178729,0.09958296282894034,0.006221379590622165,0.012264716933228857,3.0,1.0,181.0,0.9259336447054215,0.42308974266052246,49,0.8024967361020687,,0.7751757657039594
501,0.7756216433189848,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.3771063347081514,0.6065072488749726,0.17608742255678572,0.0019731139624850715,0.014138522714381612,3.0,2.0,158.0,0.8973671697041431,0.40463852882385254,52,0.8027062372056935,,0.7756216433189848
502,0.7660802856898937,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.05920155059298691,0.6294765157899425,0.19433478394722628,0.003104125683496406,0.017612034052430583,10.0,1.0,149.0,0.9312449006201038,2.608468770980835,52,0.7953428540471441,,0.7660802856898937
503,0.7755954519839721,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.09424567899435936,0.6088480444411191,0.08977989248621288,0.0012260396962842542,0.010959659819921117,3.0,1.0,173.0,0.9161925911067356,0.4267616271972656,52,0.8024522295972355,,0.7755954519839721
504,0.77627689849486,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.11834378065239924,0.5664205993553708,0.2651863201817723,0.00951215776732358,0.022823630151220242,3.0,2.0,182.0,0.911350161128887,0.4213089942932129,52,0.8042250282513841,,0.77627689849486
505,0.7755436110318616,COMPLETE,False,xgb,oof+ng,False,,,,,,,,,,,,,robust,0.09470491996136049,0.5981336187076998,0.3925341565114657,0.017934840376190888,0.013102719565666984,3.0,1.0,139.0,0.9240637002476764,0.7990007400512695,237,0.8021653281611205,,0.7755436110318616
506,0.7761465492977163,COMPLETE,False,lr,oof_only,False,,,,,,,,,,15.843351271216244,False,l2,robust,,,,,,,,,,0.03286314010620117,6,0.8016145930050907,,0.7761465492977163
507,0.7762031654604445,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.13125147806845003,0.6165167593759607,0.0028981123695119293,0.0026615278229551597,0.016585624469187925,3.0,1.0,164.0,0.7256164107118303,0.42879509925842285,52,0.80515025910983,,0.7762031654604445
508,0.7758649917740886,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.2809679910482044,0.5771972731125337,0.15170021174324236,0.0021872056086272543,0.019336279896235237,3.0,3.0,193.0,0.9366935031492725,0.4582946300506592,52,0.803868398206162,,0.7758649917740886
509,0.7724714595887319,COMPLETE,False,xgb,oof+timing,True,,,,,,,,,,,,,robust,0.004085896958122552,0.5440878748856043,0.5489029607283956,0.012161319391643262,0.014360912128374294,4.0,1.0,152.0,0.8793713269244277,1.740084171295166,52,0.8005544238887798,,0.7724714595887319
510,0.774304101294075,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.1035853489422527,0.5837881990567657,0.3483344741800024,0.0017186448206211707,0.009291019090494415,3.0,1.0,706.0,0.9220966908207751,1.330777883529663,52,0.8030230373445832,,0.774304101294075
511,0.7758486772358216,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.048054769589460866,0.629119686032359,0.24714445394581155,0.0014074684269912443,0.020718137713547455,3.0,1.0,172.0,0.9074782515105773,0.4009981155395508,52,0.8034653174522354,,0.7758486772358216
512,0.7755754232671255,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.07698205613892693,0.5989472380724835,0.43621340862900404,0.0011769094834478918,0.012136113337625916,3.0,2.0,131.0,0.9422801311260379,0.3242032527923584,52,0.80242501074304,,0.7755754232671255
513,0.776555737844701,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.20525568536071384,0.5571160436174377,0.6113477748844955,0.0018834183413822627,0.016545290344156856,3.0,1.0,188.0,0.9290195685280118,0.43039822578430176,52,0.8036202757553679,,0.776555737844701
514,0.7754657914953755,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,none,0.24103616924603918,0.5340521462082028,0.7081929936343515,0.003462448679566896,0.018314017372636764,3.0,1.0,196.0,0.9344003174434149,0.43393516540527344,52,0.8051677043986194,,0.7754657914953755
515,0.7752612330988539,COMPLETE,False,xgb,oof+hand,False,,,,,,,,,,,,,standard,0.1875082614619741,0.5551658793861648,0.6199062718525103,0.0022463694059451336,0.016468255558072166,3.0,1.0,187.0,0.7611406548855979,0.3430800437927246,34,0.80313233312977,,0.7752612330988539
516,0.7755054524269476,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.341691455613148,0.5258538583440945,0.6008564171402567,0.0027195282559307797,0.02533485607536962,3.0,2.0,161.0,0.927997059847771,0.35991406440734863,52,0.8036442367544281,,0.7755054524269476
517,0.7745786818360313,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.06740451965128175,0.3292308129832052,2.7535252846763623,0.004871885823778458,0.021635532784657074,3.0,1.0,149.0,0.9179035552891771,0.35236644744873047,52,0.8017795350578317,,0.7745786818360313
518,0.7716263458578144,COMPLETE,False,xgb,all,False,,,,,,,,,,,,,standard,0.013598480238751156,0.5639463828718305,0.49818404595497245,0.001875314192605773,0.018203952215350296,3.0,7.0,574.0,0.8337571127616805,3.7359426021575928,362,0.8007802668141318,,0.7716263458578144
519,0.7754557577179482,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.22178235933245263,0.54845034440343,0.6815002142534792,0.001489585249237756,0.015789066968132776,3.0,1.0,117.0,0.9034922671786216,0.2792210578918457,52,0.8023398861411157,,0.7754557577179482
520,0.7491098208340642,COMPLETE,False,lgbm,oof+timing,False,4.40509574793376,0.5367907563494654,0.379395538741744,0.19323454906600826,6.0,93.0,420.0,72.0,0.5021891544210997,,,,standard,,,,,,,,,,0.9653043746948242,52,0.7779754910507245,,0.7491098208340642
521,0.7746574465705179,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.005862917214919009,0.9255203280167641,0.1127312679008477,0.0020608509469581247,0.014332414344807469,3.0,5.0,173.0,0.9448857575250955,0.3902621269226074,52,0.8020806764736514,,0.7746574465705179
522,0.7746640420370864,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,8.742222302832516,0.571374953968655,0.28654343884303457,0.0016059556129674774,0.01963233002551151,3.0,1.0,188.0,0.9318539527857029,0.43816518783569336,52,0.8043952249091821,,0.7746640420370864
523,0.7745380220603658,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.008700291040704824,0.5144522745864509,0.5432633510578875,0.0025108873577794726,0.01658962261099417,4.0,1.0,161.0,0.9159453112766314,0.4915435314178467,52,0.8023354722728678,,0.7745380220603658
524,0.7757102116100251,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.0031525261331757995,0.6697077921998684,0.21628824900947274,0.0011802262667512274,0.013193798021253436,3.0,1.0,208.0,0.9381366481674296,0.4928896427154541,52,0.8028678163111979,,0.7757102116100251
525,0.748670147885851,COMPLETE,False,xgb,oof_minus_roberta,False,,,,,,,,,,,,,standard,0.45727582598039307,0.53808966042766,0.7986956214089542,0.0018266048904831333,0.01730426795617264,3.0,2.0,132.0,0.9248029955582421,0.15365314483642578,5,0.7753129301222652,,0.748670147885851
526,0.7761437081433367,COMPLETE,False,lr,oof+ph,False,,,,,,,,,,0.013705157736372967,False,l1,standard,,,,,,,,,,0.05352210998535156,42,0.8002558046833875,,0.7761437081433367
527,0.7763972954630362,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.20727732500724014,0.5576700899216521,0.3734422099022602,0.001441427656249695,0.014993406860429178,3.0,1.0,176.0,0.9487698167859828,0.389817476272583,52,0.8033466684700471,,0.7763972954630362
528,0.7760346080715117,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0028426912960799354,0.5557133388276937,0.3449203344857024,0.0013908721199296025,0.011245625210797947,3.0,2.0,196.0,0.9505923368528189,0.42679643630981445,52,0.8030397995347153,,0.7760346080715117
529,0.7668345306894306,COMPLETE,False,xgb,oof+timing,True,,,,,,,,,,,,,standard,0.26820480959321713,0.539397099396847,1.7557105692438317,0.0011448783316247637,0.014824440283516536,8.0,1.0,180.0,0.9482699060700663,5.644704341888428,52,0.7959820242062841,,0.7668345306894306
530,0.7762557450938692,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0034117843910280482,0.5611505969220356,0.14828445081434016,0.0014173341815922782,0.01308216785856526,3.0,1.0,173.0,0.9400627878923111,0.3855118751525879,52,0.8029580378800275,,0.7762557450938692
531,0.7732022021880779,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.31428138237079783,0.5477092998768509,0.06410795916296731,0.0016060888468970042,0.01540668324706142,3.0,1.0,618.0,0.9483183751779116,1.1319093704223633,52,0.8026244230049552,,0.7732022021880779
532,0.7760090576448047,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.15608852709308013,0.5732100818743779,0.452155350546233,0.0012399037975313785,0.014026014136501164,3.0,1.0,202.0,0.9333093645234998,0.4610559940338135,52,0.805091407533191,,0.7760090576448047
533,0.7761521595834396,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.036997399413147836,0.5653270904937742,0.3276441743503507,0.0010274156256335626,0.01247418236192232,3.0,1.0,185.0,0.8966496696983637,0.40901708602905273,52,0.8029127957304862,,0.7761521595834396
534,0.7762306532673647,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002533557340356153,0.5236145409671026,0.23468767249008152,0.0017429301202970978,0.016095410590687267,3.0,2.0,168.0,0.9410548563621123,0.37229371070861816,52,0.8032043212190516,,0.7762306532673647
535,0.7738431007160216,COMPLETE,False,xgb,all_minus_ng,False,,,,,,,,,,,,,standard,0.0012786440435374586,0.5786393920632508,4.678078065747676,0.001403828323752417,0.019727956942151396,3.0,1.0,462.0,0.9207730637405795,1.4175903797149658,131,0.8031844062658853,,0.7738431007160216
536,0.7747882086860243,COMPLETE,False,xgb,oof+hand+graph,False,,,,,,,,,,,,,none,0.004532260069711524,0.5506354971620185,0.701672020661928,0.001961943033257436,0.014077741922514698,3.0,1.0,181.0,0.9569398258902245,0.36016321182250977,49,0.8021012219794245,,0.7747882086860243
537,0.7746266312456107,COMPLETE,False,xgb,oof_only,False,,,,,,,,,,,,,standard,0.0018367690422630974,0.5902687910404791,0.6230709396652632,0.001631904970328644,0.011808477187265364,3.0,4.0,214.0,0.9294116212986775,0.22342801094055176,6,0.8018130594380958,,0.7746266312456107
538,0.7758177552677433,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.19541554798433403,0.4954393321275756,0.4889947419017186,0.0012211606762262239,0.0176144509163753,3.0,2.0,157.0,0.9138204480454283,0.35203123092651367,52,0.8027994538994055,,0.7758177552677433
539,0.7758427179780701,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.003404591872628596,0.5695078798933453,0.3976734280615559,0.002115403456223048,0.015237208643660653,3.0,1.0,146.0,0.9402179715077075,0.3836178779602051,52,0.8047324654617438,,0.7758427179780701
540,0.7750088265507782,COMPLETE,False,xgb,oof+ng,False,,,,,,,,,,,,,standard,0.00277806578265604,0.5571683242065586,0.16823344153567793,0.0010027594740599365,0.021405196574776957,3.0,1.0,195.0,0.9537934713583557,0.874793291091919,237,0.8028144295238182,,0.7750088265507782
541,0.776376895814961,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0021633337395493314,0.5394195827613837,0.8088827480261471,0.00790660902602513,0.016661160611302305,3.0,2.0,169.0,0.9069221338129662,0.3690457344055176,52,0.8033129864516314,,0.776376895814961
542,0.7763926302820733,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.255556493208544,0.5803515782419092,0.3171639790815114,0.0015030310923559195,0.013446295236727657,3.0,3.0,184.0,0.9278675765051324,0.3955821990966797,52,0.8031727935887092,,0.7763926302820733
543,0.7761414538355491,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.23377410251577005,0.5856645887142788,0.27992007918794876,0.0013803894310783983,0.018865887843985456,3.0,2.0,217.0,0.9245369763433888,0.4473085403442383,52,0.8040102199966517,,0.7761414538355491
544,0.7754171706806419,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.30518117334263256,0.5977370519889519,0.33837116368690984,0.0015597298614545446,0.02390102493476729,3.0,3.0,198.0,0.9348108511676972,0.4170825481414795,52,0.8038745986401292,,0.7754171706806419
545,0.764544351110019,COMPLETE,False,lgbm,oof+timing,False,0.06504619284139096,0.9888191117913214,0.1294300894942832,0.02183446230726967,5.0,35.0,655.0,58.0,0.8611782870648983,,,,standard,,,,,,,,,,1.9340012073516846,52,0.7942225197029299,,0.764544351110019
546,0.7747818252182924,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.26292284524664006,0.7829200357838598,0.08024748639012856,0.04473089424370852,0.010831810899889464,3.0,3.0,186.0,0.5777542035629113,0.4549586772918701,52,0.8020031710490598,,0.7747818252182924
547,0.7765146219748885,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.1971904612320791,0.5773141247362391,0.17875436043764992,0.0011979606527607433,0.01315414970205402,3.0,3.0,179.0,0.9460781205874955,0.4013974666595459,52,0.8033214463657732,,0.7765146219748885
548,0.774131291782763,COMPLETE,True,xgb,oof+hand,False,,,,,,,,,,,,,standard,0.21611171462360532,0.6139885684823055,0.17381042728803023,0.0011693608905980076,0.015264953978843148,4.0,3.0,171.0,0.9640466841779345,0.4509718418121338,34,0.8040189426410465,,0.774131291782763
549,0.770163080770295,COMPLETE,False,lr,oof+timing,True,,,,,,,,,,0.06271397232537736,True,l2,standard,,,,,,,,,,0.17959904670715332,52,0.7974007150256377,,0.770163080770295
550,0.7758123755607468,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.16443977153498512,0.5896698331564815,0.07367994142125464,0.0011847838055917906,0.01250724579136587,3.0,4.0,156.0,0.9462970245333745,0.35178184509277344,52,0.8027272030798711,,0.7758123755607468
551,0.7763664796224228,COMPLETE,False,xgb,all,False,,,,,,,,,,,,,standard,0.18100693973310067,0.5611359795790659,0.18971795319767903,0.0013432161335412268,0.01738245742800203,3.0,4.0,201.0,0.532952534340435,1.597653865814209,362,0.8041104778611403,,0.7763664796224228
552,0.7757317589086719,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.3651381473342625,0.6020808706293244,0.04773407460999625,0.001018218127009972,0.01486739570880877,3.0,3.0,144.0,0.9539853241381545,0.3603193759918213,52,0.8028842632250264,,0.7757317589086719
553,0.774520876482209,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.13767054969164938,0.5795359668844056,0.22889110313731784,0.0018830515357685853,0.0011285766953540997,3.0,2.0,178.0,0.9456145283496016,0.3923015594482422,52,0.8001359996880867,,0.774520876482209
554,0.7739744523329481,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.00400374174268825,0.6375288515482519,0.4098329387475094,0.0021814907374516287,0.007520699384484009,4.0,2.0,161.0,0.9396835420606924,0.5247769355773926,52,0.8013654721793358,,0.7739744523329481
555,0.7752063395339144,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.2133926188066318,0.5525170218247525,0.015079412864218794,0.0013994680900298912,0.02025899180532627,3.0,1.0,191.0,0.9579015600713005,0.41160058975219727,52,0.8034022096455001,,0.7752063395339144
556,0.7753451536071143,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.17354965733538225,0.5262137576288846,0.22817992629288558,0.0017601532912017183,0.01634951898239312,3.0,6.0,123.0,0.9668959372962656,0.30181384086608887,52,0.804223451869867,,0.7753451536071143
557,0.7452752998820348,COMPLETE,False,xgb,oof_minus_roberta,False,,,,,,,,,,,,,none,0.07276362436438702,0.5715918948139049,0.15531126432006892,0.00248320432784865,0.01860315962068995,5.0,1.0,172.0,0.917142866920553,0.3017728328704834,5,0.7714210017946578,,0.7452752998820348
558,0.774721130235814,COMPLETE,False,xgb,oof+ph,False,,,,,,,,,,,,,standard,0.39985883743059863,0.6172807070306519,0.30705966749620023,0.0012991569126067678,0.011688519287990553,3.0,2.0,211.0,0.9490292794329085,0.4619181156158447,42,0.8021185621761128,,0.774721130235814
559,0.7759669222958624,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,robust,0.214044959071894,0.597573597488701,0.46379315180829284,0.0016609295160559918,0.01405279329339287,3.0,1.0,141.0,0.935594671926674,0.35740208625793457,52,0.802809437649014,,0.7759669222958624
560,0.7755446963819176,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.28597618086684007,0.5448429302764616,0.3730285712015604,0.001162145034251602,0.009684617182134632,3.0,2.0,158.0,0.9221959900305529,0.35828661918640137,52,0.8022529224274215,,0.7755446963819176
